Apellido;Frecuencia apellido 1
FELIU;3371
FRANCH;3371
BERNARDEZ;3370
CUADROS;3367
BERRIO;3366
SALADO;3365
CORCOLES;3364
DE BLAS;3360
ALEGRIA;3357
SOLORZANO;3352
CORBALAN;3351
PAJUELO;3349
SOLERA;3344
FRESNEDA;3344
MONZO;3340
MERCADER;3340
TEJEDA;3339
CALVENTE;3339
AGUDELO;3328
MATE;3325
BAYONA;3323
EDO;3322
LOSA;3315
HITA;3310
OLTRA;3304
MULET;3301
VALDIVIESO;3301
BAJO;3299
VARONA;3298
ESPINA;3297
CASTELLON;3294
GALISTEO;3293
MARCHENA;3292
CLAVERO;3286
ALCOCER;3285
ALGABA;3284
VICARIO;3284
CALABUIG;3284
GUASCH;3284
LOPES;3283
IQBAL;3283
GABALDON;3282
COLMENERO;3279
NOYA;3279
PIEDRA;3272
BERNAD;3270
DE LA HOZ;3268
GIJON;3268
BRENES;3266
CORPAS;3262
LEYVA;3261
MONCADA;3259
DUMITRU;3259
ZARZA;3257
MARCH;3256
QUIJADA;3251
PATON;3249
CALLEJAS;3247
ALLER;3246
ALBEROLA;3239
LAVIN;3235
GUILLEM;3235
DEL TORO;3235
GUILLAMON;3234
MANCERA;3229
GALARZA;3226
REGO;3223
BORREGUERO;3223
TORRAS;3215
LLADO;3214
HUESO;3212
IÑIGO;3210
TRIGUEROS;3208
MATUTE;3206
HERRAEZ;3204
BOZA;3201
BARRADO;3190
RODERO;3190
AZORIN;3188
BARRACHINA;3182
SUN;3182
MOLANO;3180
POSE;3174
SIRVENT;3171
QUINTELA;3168
ESCOLANO;3168
PITARCH;3164
GOICOECHEA;3163
COLOMA;3160
HOLGUIN;3158
BALBOA;3154
BARO;3148
ETXEBERRIA;3147
VICENS;3145
LARROSA;3145
SOMOZA;3144
BERTOMEU;3142
BARRUL;3141
CASTIÑEIRA;3139
SERRAT;3135
BORRELL;3135
LERMA;3134
MONEDERO;3133
CHAMIZO;3132
MALAGON;3129
SOLSONA;3127
DEL CERRO;3126
MAGAN;3125
ASENSI;3125
CAICEDO;3121
GANDARA;3121
GALLEGOS;3120
ZARCO;3120
VIVO;3118
ESCOBEDO;3117
TAMARIT;3117
HERNANZ;3114
MACHUCA;3113
TORAL;3112
HENAO;3109
PUENTES;3107
ARACIL;3105
MARQUINA;3104
TRONCOSO;3103
LOPERA;3102
PERONA;3100
CEJUDO;3099
HEVIA;3095
TORRALBO;3094
GONGORA;3093
CALLEJO;3093
SEIJO;3092
MELGAREJO;3089
BARCENA;3088
ESTEPA;3077
MOSCOSO;3075
CUBAS;3074
MOLDOVAN;3074
MENDIETA;3073
FLOR;3073
REQUEJO;3071
MAESO;3066
COMESAÑA;3064
OBREGON;3064
AMENGUAL;3064
CORONA;3063
POU;3063
GARGALLO;3059
VILLAESCUSA;3058
CABRAL;3057
MOURE;3053
PELEGRIN;3049
ARMENTEROS;3048
CABRERIZO;3047
DEL HOYO;3045
SARR;3044
JAREÑO;3042
MUR;3037
TORTAJADA;3035
CRUZADO;3034
ULLOA;3031
DE SOUSA;3020
SICILIA;3017
ARANGUREN;3014
LLACER;3013
BROTONS;3013
BAUZA;3011
BATLLE;3011
FABRA;3009
MONTAÑEZ;3006
VERDE;3006
COLLANTES;3005
SOW;3003
PRADES;2997
COLLAZO;2993
AGUSTI;2987
PORTILLA;2985
GELABERT;2985
GIRONA;2983
AQUINO;2983
GASCO;2980
PIQUER;2979
LLOP;2979
BERNAT;2974
CISSE;2973
LUMBRERAS;2972
CAMARENA;2968
DIOS;2967
LEMOS;2966
MESAS;2965
HERMOSILLA;2963
DIARRA;2958
MAGRO;2957
QIU;2954
VAZ;2952
RAYO;2951
CIUDAD;2945
CANDEL;2941
JONES;2941
GALDON;2940
NOVILLO;2940
DARIAS;2939
MIÑANA;2936
ALCAÑIZ;2936
GALDEANO;2935
VILLALON;2934
HERNAN;2933
LANZA;2930
TROYA;2930
ZABALETA;2922
BERBEL;2915
BOUZAS;2915
ADAME;2913
LEDO;2910
OLIVEROS;2903
AZCONA;2901
MADUEÑO;2900
ENRIQUE;2900
VARAS;2900
LAINEZ;2895
REGUEIRA;2893
REVERTE;2888
GARATE;2882
VIÑA;2881
DAVID;2878
LARIOS;2877
BAZ;2875
RIOJA;2873
CEA;2873
BRUNO;2873
GUAMAN;2870
CORREDOR;2869
BOADA;2869
BOHORQUEZ;2868
GAVIRA;2868
ARREDONDO;2867
MUNUERA;2866
FANDIÑO;2865
DIAS;2865
UTRILLA;2864
BATALLA;2863
GONCALVES;2862
MORANT;2861
ILLAN;2857
GOMARIZ;2856
MALLO;2851
ALBARRACIN;2851
BOCANEGRA;2848
CAÑELLAS;2847
MONTSERRAT;2847
VINUESA;2847
ORIHUELA;2846
ESPI;2846
PINTOS;2844
CUELLO;2843
OLIVERAS;2841
BELENGUER;2841
CLAVERIA;2840
CREMADES;2835
ALEJO;2833
ETXEBARRIA;2830
ROURA;2829
MAGDALENO;2825
CARRASCAL;2825
PUEBLA;2825
IVARS;2824
NAVA;2823
ILLESCAS;2823
RICART;2821
ESPINOLA;2820
BONILLO;2819
FABREGAS;2817
MAYORDOMO;2816
ESCOLAR;2816
LABORDA;2813
VILALTA;2812
LECHUGA;2811
MAMANI;2810
ORTIN;2809
URIA;2806
MARCHANTE;2805
CANOSA;2805
PIERA;2802
PONT;2801
TEIJEIRO;2795
JUSTICIA;2794
CANTARERO;2792
ARGUELLO;2791
CERON;2791
JOVE;2790
CASTELLA;2790
MUELA;2789
AHMAD;2787
TRUEBA;2786
ANTONIO;2786
TINOCO;2785
AGUSTIN;2782
LASHERAS;2781
ESCALERA;2780
BOLUDA;2779
CUADRA;2775
PADIN;2775
DEL ROSARIO;2774
CAMARGO;2770
QUIROZ;2769
GREGORI;2769
ADELL;2769
SALVADO;2768
RUBIALES;2767
MULA;2766
XIA;2766
BENEDICTO;2765
JUNQUERA;2765
YU;2762
FOLCH;2760
PALACIN;2758
VILAPLANA;2756
CACHO;2754
ELENA;2753
AUGUSTO;2752
GUEDES;2751
CONSTANTIN;2751
ALMODOVAR;2750
PALENZUELA;2746
PEÑARANDA;2746
MORAGA;2746
PALLAS;2746
INSUA;2745
HORTELANO;2745
SARRIA;2744
STAN;2744
BRICEÑO;2740
BOUZA;2736
DOBLAS;2735
TEROL;2734
POPESCU;2732
DONCEL;2731
DE LOS RIOS;2730
MAGAÑA;2730
BUSTILLO;2725
SUERO;2724
ADROVER;2724
NOGUES;2723
MARZO;2722
FORNES;2721
LLOBET;2721
MONSALVE;2719
GOMILA;2717
ESTRELLA;2716
CAPEL;2715
ARMERO;2712
VILLALTA;2705
SANTACRUZ;2703
GAONA;2703
DE SOUZA;2698
ARNEDO;2697
ELORZA;2696
CAVERO;2695
SAIDI;2695
ARREBOLA;2693
GORDON;2692
OÑATE;2689
GUAL;2688
COROMINAS;2686
MONSERRAT;2680
CALVIÑO;2672
ORGAZ;2666
ALDEA;2666
AVENDAÑO;2665
MENACHO;2663
ASTORGA;2658
GALA;2656
LAMA;2656
FARIÑAS;2654
PRESA;2649
CARAZO;2648
ELIZALDE;2648
RIESCO;2648
BARBER;2648
MOLINS;2645
CAMPUZANO;2645
ZAPICO;2643
CASTELO;2639
RISCO;2638
SALOM;2635
OVEJERO;2634
FALCO;2631
ABARCA;2631
RUBIA;2629
PLATERO;2627
MIHAI;2624
JUEZ;2623
ALDANA;2622
CARCELES;2621
OLIVAS;2621
CRESPI;2620
ARCO;2618
VIGIL;2617
VASCO;2617
CALLEJON;2615
ALLENDE;2615
PAÑOS;2613
MARFIL;2612
SANTAELLA;2612
NOVAS;2609
GAYA;2607
POYATOS;2601
SALHI;2601
MELCHOR;2600
LIGERO;2599
CHAVARRIA;2598
MESTRES;2596
ADRIAN;2594
CORTEZ;2592
CAÑO;2592
SANTANDER;2589
TARIN;2589
VICTORIA;2588
GRANELL;2588
STOICA;2588
ARIÑO;2587
ARRIAGA;2586
VILLAREJO;2582
SEBASTIA;2581
EL IDRISSI;2578
COLORADO;2574
CORREDERA;2574
MALO;2572
BATALLER;2572
RIBA;2572
SILLERO;2570
ODRIOZOLA;2570
LLAMAZARES;2568
ARMENDARIZ;2565
MANCILLA;2564
CLAROS;2561
BEL;2561
CAVA;2557
GONÇALVES;2556
PICHARDO;2555
TEIXIDO;2554
PERNIA;2550
EZQUERRA;2548
POL;2545
SOARES;2545
SALGUEIRO;2541
CABALEIRO;2541
BA;2541
TORRENS;2540
PIRES;2540
PEDREIRA;2537
SANGUINO;2536
DOVAL;2535
CALVET;2535
SUREDA;2534
ROJANO;2533
DOMENE;2533
GUO;2533
DOPICO;2531
COLAS;2530
FEITO;2529
CHINEA;2529
SESMA;2529
EL MOUSSAOUI;2529
LIMON;2528
GHEORGHE;2527
OLIVE;2525
NIANG;2522
BAH;2521
HUMANES;2517
CARA;2514
MOLTO;2512
GODINO;2511
VASILE;2510
CARRIL;2508
COMINO;2508
LEBRON;2507
CHENG;2507
BETHENCOURT;2506
VILLARROYA;2505
FLEITAS;2504
CAMARASA;2499
GARRIGOS;2496
MONTANER;2496
PIRIS;2495
OLALLA;2494
ISLA;2493
BAILON;2491
EL AMRANI;2491
ARTOLA;2488
CUBILLO;2481
VIVAR;2481
RIZO;2480
VALENCIANO;2480
MOZO;2480
DEL AGUILA;2478
RUFO;2476
TENDERO;2473
DUAL;2471
MADARIAGA;2471
HERRADOR;2469
ARENCIBIA;2469
MIÑANO;2466
ARRIZABALAGA;2466
MANRESA;2464
PERNAS;2462
GAMIZ;2461
SAUCEDO;2459
BAÑON;2458
BUZON;2451
SANJURJO;2450
CAPITAN;2448
ZAPATERO;2447
GIBERT;2447
PARIENTE;2446
PARES;2446
MONTAÑA;2445
WILLIAMS;2443
MERLO;2439
ALTAMIRANO;2438
ESPINAL;2437
URREA;2436
ESTRUCH;2435
PALMER;2435
BETANCOURT;2434
MANCHON;2433
BENET;2427
LOMAS;2423
LLABRES;2422
ESQUINAS;2419
LORITE;2416
CABANES;2416
GARIJO;2414
LOIS;2412
OLLE;2411
OLAYA;2409
JAUME;2408
CANCELA;2407
GALLART;2407
EZQUERRO;2406
ESQUIVEL;2405
MATEI;2404
GAY;2401
FORTUNY;2399
BARQUIN;2399
DOLZ;2398
MONTEJO;2398
BORRALLO;2397
BLESA;2397
MAYOL;2396
MORATALLA;2394
MAURI;2394
LAGARES;2391
SALVA;2390
VILLALONGA;2387
JOSE;2387
DE LA PAZ;2386
RECUERO;2383
ARDILA;2379
VILLEN;2378
SAN EMETERIO;2376
LARGO;2375
VERGES;2374
DE PRADO;2372
ORTI;2371
DEL ALAMO;2369
BENJUMEA;2369
ROMA;2365
BARAJAS;2364
FERIA;2364
NAVAJAS;2363
RIAÑO;2362
MANCHADO;2361
GRAS;2357
VIEDMA;2356
BERNA;2356
BELLVER;2354
ALMENARA;2353
ZHAO;2351
VIVANCO;2349
MATESANZ;2349
IGUAL;2348
COUSO;2348
ALAMEDA;2346
LOAIZA;2345
BRU;2345
SANTISTEBAN;2342
BRIZ;2341
PLANELLS;2340
DE FRANCISCO;2340
CARDOZO;2338
RAVELO;2336
GEORGIEVA;2335
ZAYAS;2334
LAGOS;2332
ARQUES;2331
VIZUETE;2331
CAPO;2331
ANDREO;2329
UGALDE;2325
GOIKOETXEA;2325
CARNICERO;2324
DE LA PUENTE;2321
AMATE;2320
SARRION;2318
BELINCHON;2317
MENOR;2316
IRIGOYEN;2315
CARBAJAL;2313
BERMUDO;2313
MARAÑON;2313
GEORGIEV;2312
FILGUEIRA;2310
NUEZ;2309
AGUILO;2308
ALEJANDRE;2307
GARRO;2304
KUMAR;2303
CASELLAS;2302
OSES;2300
MINGORANCE;2294
ALTUNA;2292
FRESNO;2291
ISERN;2288
PAYAN;2286
MIÑARRO;2286
CERRILLO;2283
MOHEDANO;2282
CHUECA;2281
BIELSA;2279
JARQUE;2278
QUERALT;2277
GAMBIN;2276
LEZCANO;2276
DOBLADO;2275
MASCARO;2275
RUSU;2275
NAHARRO;2274
BERZOSA;2272
LLERA;2266
HE;2265
OLIVAN;2263
DIOUF;2263
FRUCTUOSO;2262
MONCAYO;2261
GABRIEL;2261
YANEZ;2259
HASSAN;2258
ZAZO;2254
DONATE;2253
BONO;2253
ROCHE;2253
OLMEDA;2253
LACALLE;2251
MORAGUES;2251
AGIRRE;2250
PALAO;2249
MANUEL;2247
TAHIRI;2246
COMA;2245
VILELA;2245
BARBERAN;2244
TRENADO;2244
VECINO;2244
GIRONES;2244
PEÑAFIEL;2243
RONDON;2242
ANGLADA;2242
BORONAT;2240
PONTE;2237
ITURBE;2237
BROWN;2237
PARERA;2232
CASTAÑON;2230
PRECIADO;2230
AÑON;2229
PADIAL;2229
TARAZONA;2226
ACEBES;2225
TOURE;2223
THOMAS;2222
BELLES;2220
DE LUIS;2219
MEDEL;2218
MAÑEZ;2214
SEDEÑO;2210
BANEGAS;2210
FIERRO;2207
MOREJON;2207
BACHILLER;2206
TATO;2206
SANTIN;2206
ARBELO;2205
FERRANDIS;2205
FIGUEREDO;2204
BOTE;2204
BALBUENA;2202
MOROTE;2202
BENEYTO;2201
LIZARRAGA;2201
CARTAGENA;2199
CASTAN;2196
OLLERO;2195
PRIOR;2193
ESCRIG;2190
AMOEDO;2189
ALOS;2189
PEDREÑO;2187
GIRALT;2187
SANDE;2187
ARRIOLA;2183
PINAR;2183
CHICHARRO;2183
BARRO;2182
BLAYA;2181
QUEZADA;2181
NOGUERAS;2177
BUJAN;2175
BENALI;2175
CELDRAN;2174
MASA;2174
SAN SEGUNDO;2173
MORTE;2172
NAJERA;2171
TAYLOR;2171
PI;2170
ARMESTO;2170
MIER;2169
SORO;2169
CORCHERO;2169
CECILIA;2167
JUANES;2167
LUCERO;2165
VICEDO;2163
PAMIES;2160
MOURIÑO;2159
FABREGA;2158
FOFANA;2158
ATENCIA;2156
MEDEROS;2155
DIAGO;2154
PARDOS;2154
MONTEIRO;2153
SAÑUDO;2152
MEROÑO;2152
SAHUQUILLO;2152
SAYAGO;2151
DOS ANJOS;2150
LAHUERTA;2148
AIZPURUA;2147
CHAO;2146
MOLES;2144
CORREIA;2143
BECERRIL;2141
DIMITROV;2140
LEO;2139
CASTRILLON;2138
FAUS;2136
FUMERO;2136
LAZAR;2135
ALBERTO;2134
MAZON;2134
MECA;2134
DIMITROVA;2134
NUEVO;2131
GRAGERA;2130
HUERGA;2130
CORZO;2129
ZUBIZARRETA;2126
ARMADA;2126
GUITART;2125
MUIÑO;2125
SOLLA;2124
GORRIZ;2124
YESTE;2122
CAMBRA;2121
CIOBANU;2121
BERGES;2120
TORRENTS;2120
FORMOSO;2119
DE ARRIBA;2118
GAYOSO;2118
CARVALHO;2116
AVELLANEDA;2112
FORES;2110
FIGUEIRAS;2110
MONASTERIO;2109
DE VEGA;2109
SERBAN;2109
ALBERCA;2106
ARBOLEDA;2106
LAPEÑA;2106
LAZO;2105
BALSERA;2104
DE VICENTE;2104
SOCORRO;2100
ROUCO;2100
YEBRA;2098
BURILLO;2097
CEVALLOS;2094
ABAL;2094
FIOL;2091
POVEDANO;2091
FAYOS;2090
PAZO;2090
MONTERDE;2088
SELVA;2086
SANAHUJA;2083
GARRE;2082
ORIA;2082
BOTANA;2082
GUELL;2081
STEFAN;2078
ENCISO;2077
CORES;2076
TARRAGA;2075
RENEDO;2074
FORTEA;2074
TRAPERO;2072
ALBIOL;2072
MUELAS;2069
DE GRACIA;2068
ABDESELAM;2068
FORT;2066
PALOMERO;2066
ALIAS;2065
VAQUERIZO;2065
EXTREMERA;2063
FABIAN;2063
CABANAS;2063
ZURDO;2062
LOZA;2062
CEJAS;2060
ANTUÑA;2060
OLANO;2059
BASCUÑANA;2058
DE PABLOS;2056
PENAS;2054
VINAGRE;2053
CINTAS;2052
HAMED;2050
ARTACHO;2049
ROSSI;2049
ILIE;2049
MAGDALENA;2046
APARISI;2046
BARRY;2046
DOÑA;2044
LLANES;2044
NAYA;2043
REGIDOR;2042
VALLEJOS;2040
PAIS;2038
PANDO;2036
BIOSCA;2036
LORES;2035
MARUGAN;2035
GERMAN;2034
SOLDEVILA;2029
COLON;2028
ESPADAS;2027
ESCANDELL;2023
AMAR;2021
SUBIRATS;2021
CABEZUELO;2019
FORNER;2018
ABBAS;2015
COSANO;2013
SOJO;2012
ALZATE;2011
ESCODA;2010
DE LA MATA;2009
PIQUE;2008
HEREDERO;2008
SOTOMAYOR;2007
BRAGADO;2002
CADENA;2001
MANEIRO;2001
QUIJANO;2001
MINGO;2001
FARRES;1996
PENALVA;1994
BRUNET;1992
PUJADAS;1990
SIDIBE;1989
LENDINEZ;1988
ROGER;1987
REVERT;1987
BEATO;1986
GOYA;1985
RUIPEREZ;1984
BALLESTERO;1982
ALGARRA;1980
SANTANO;1979
RONDA;1977
VALLINA;1974
BELLOSO;1973
ABDELKADER;1972
CALLES;1971
PORCAR;1971
PEÑATE;1971
BOSQUE;1971
BURGUEÑO;1971
TEJERINA;1970
CAÑAMERO;1970
BACA;1969
BENLLOCH;1968
CAPELLA;1967
ALMELA;1964
LUCIO;1964
TELLERIA;1963
VALIDO;1962
VELILLA;1961
SIGUENZA;1961
VILLARES;1959
NEGRO;1959
TABERNERO;1958
ENCARNACION;1956
TROYANO;1955
FLOREA;1954
PUJANTE;1951
VIÑALS;1950
VIEITES;1950
MONCHO;1949
CARRIO;1947
PEDRO;1946
FERRERES;1946
BUIL;1945
RIGO;1945
IMAZ;1942
CABAÑERO;1940
RANDO;1940
LEE;1934
HERRAN;1933
DE LA RUBIA;1933
SENA;1933
CABERO;1932
COLOMINA;1930
APONTE;1929
FARIAS;1929
ROY;1925
PUCHADES;1925
DOPAZO;1923
BAÑULS;1923
REGUERO;1923
MASO;1920
DAHMANI;1920
CIFRE;1917
PARAMO;1917
INGLES;1916
BARRANTES;1916
VAÑO;1915
BARREIRA;1915
ESCAMEZ;1914
BAÑO;1914
SOLANAS;1913
MACARRO;1913
VILLARRUBIA;1913
MBAYE;1913
URANGA;1910
SERVERA;1910
PINILLOS;1908
CANTALEJO;1908
CALVILLO;1908
MARCHAL;1907
COBAS;1907
FIGUEROLA;1905
VALIÑO;1904
ANDUEZA;1903
FIGUEIRA;1903
CABEZON;1902
MANCHEÑO;1902
ZHAN;1902
CUMPLIDO;1901
GUINEA;1900
CALONGE;1899
ASTUDILLO;1899
MUSTAFA;1899
MENCIA;1898
TOURAY;1898
TAPIAS;1897
ORIVE;1896
HUARTE;1896
BASTOS;1894
ARRIAZA;1893
CASCO;1892
FERRON;1892
VELIZ;1891
DOCAMPO;1891
LANGA;1889
VERDAGUER;1889
RAMALLO;1889
SECK;1889
RIESGO;1888
HENARES;1885
PERAZA;1885
LINDE;1884
CLARAMUNT;1884
REPISO;1883
LIDON;1883
FERRAN;1883
LAO;1882
BADIOLA;1882
OPREA;1881
ARGUDO;1880
ESLAVA;1879
PEGUERO;1879
MANZANERA;1878
COLOME;1878
MANCHA;1877
SUEIRO;1877
MOMPO;1877
MONTON;1876
MASCARELL;1875
CELIS;1874
HORMIGO;1873
PEON;1872
BARREDO;1872
MASSO;1872
GRANJA;1870
MUIÑOS;1870
VAREA;1867
BRAÑA;1865
MAZO;1865
BETANCORT;1863
ALEJANDRO;1862
MENDIOLA;1861
YUBERO;1861
DE TORRES;1860
BAYARRI;1859
CARRAL;1856
NOVA;1855
CORROCHANO;1852
PEDROS;1852
AGRA;1852
PIÑON;1850
SERROUKH;1850
LAMELA;1849
GARDE;1849
GONZALVO;1847
RUPEREZ;1847
MUNTEANU;1847
MOÑINO;1845
CADIZ;1844
NIEVA;1844
ESPAÑOL;1843
VILASECA;1842
ANTA;1842
VILELLA;1841
BARBEITO;1839
TORNE;1839
MANERO;1838
CONSUEGRA;1838
FORCADA;1837
NEGRETE;1836
ESTUPIÑAN;1835
GRIMA;1835
GUIU;1835
DE BENITO;1835
MULLER;1835
COLINA;1834
LIZANA;1834
MANTILLA;1834
DACOSTA;1834
PARGA;1833
MURCIANO;1832
PAMPIN;1830
TUDOR;1830
POMAR;1829
LACRUZ;1825
ESTELLES;1820
CARRATALA;1820
MAILLO;1819
DEL ARCO;1819
PLAZAS;1816
PATO;1815
FONTANET;1815
BORDON;1814
VIÑUELA;1814
LOJO;1813
VALDERAS;1812
MARIMON;1810
IRIONDO;1810
ESPIGARES;1807
BENGOA;1804
FOLGADO;1804
SABIO;1802
BORT;1800
LEMUS;1798
CARRIZO;1796
VALERIO;1796
ADAM;1796
PEREYRA;1795
LAZCANO;1789
ZAPATER;1789
DE TORO;1789
PIÑERA;1788
PEREGRINA;1787
CAZALLA;1787
TASCON;1786
VELOSO;1786
BEITIA;1786
CREUS;1785
SOCAS;1784
ISIDRO;1784
RAGA;1784
BOLADO;1783
PALOU;1781
PIRIZ;1778
CASAÑAS;1775
ITURRALDE;1775
LUPIAÑEZ;1775
GAÑAN;1774
CLARES;1774
DELICADO;1773
DE SANTIAGO;1773
ALBACETE;1771
CELADA;1771
LACASA;1770
ALES;1770
CALA;1769
VIGARA;1769
POYATO;1769
CARLOS;1768
MELIA;1768
JERONIMO;1768
OCON;1768
DAOUDI;1768
POCH;1767
BASTIDAS;1766
NACHER;1766
MURGA;1766
SINTES;1766
MONDRAGON;1765
NOVELLA;1764
NUNES;1764
RECALDE;1759
CABRE;1759
POZAS;1758
OGANDO;1756
MEZQUITA;1756
BALCELLS;1756
MERCADAL;1755
SANDU;1754
ORENES;1753
JORQUERA;1752
CEREZUELA;1748
CIVERA;1747
DE MINGO;1744
RAVENTOS;1744
GOZALO;1743
CARCELLER;1742
MOLINO;1742
BARNES;1741
BIBI;1740
BEA;1740
ROSIQUE;1739
PESCADOR;1738
EL OUAHABI;1737
GASTON;1736
RABANAL;1736
FERRIZ;1735
JANE;1735
HOYO;1734
EGAÑA;1734
MORAIS;1734
CORUJO;1733
RENTERO;1731
ALAMINOS;1731
DIAKITE;1731
VALOR;1730
ABUIN;1730
QUIÑONERO;1729
RAJA;1729
CELAYA;1727
PETROVA;1727
MASIA;1725
DE LA MORENA;1725
RODES;1723
ZIANI;1722
TUBIO;1720
MONFORTE;1720
URDIALES;1720
MONLEON;1719
SUÑE;1719
MANZANERO;1718
RULL;1717
ROBAINA;1716
CAMUÑAS;1716
TALENS;1716
AKHTAR;1716
CARBALLIDO;1715
BERENGUEL;1715
COLINO;1715
TERRONES;1714
LUZON;1713
CESAR;1713
MOSTEIRO;1712
GUARDADO;1711
JOHNSON;1711
CHOQUE;1709
PETIT;1709
ION;1709
REMON;1708
TRAVER;1707
PORTAS;1706
CULEBRAS;1705
TUÑON;1704
RASCON;1704
MINAYA;1702
GARAU;1701
OLVERA;1699
HONRUBIA;1699
COTS;1699
RECASENS;1699
MORETA;1697
TRIAS;1697
DE SANTOS;1697
OBANDO;1696
JUSTINIANO;1695
FEMENIA;1695
FLORIT;1694
SUÑER;1694
MUNAR;1694
MUJICA;1694
FAYE;1694
MURESAN;1694
MADRAZO;1691
MOREY;1690
OLAIZOLA;1690
VILLARINO;1690
IRIBARREN;1689
BENEITEZ;1689
CIDONCHA;1688
CENTELLES;1688
BLAY;1688
SERANTES;1687
MUDARRA;1686
BALADO;1684
BALSALOBRE;1684
CLAVER;1683
ZULUAGA;1682
SORRIBES;1682
GAO;1680
VELO;1679
PINZON;1679
VILLAMOR;1679
ERAZO;1679
PRIMO;1678
MORUNO;1677
MALLEN;1677
JUNCAL;1676
FUSTE;1676
TOBAR;1675
MIRET;1674
LASSO;1673
CANELA;1673
YEBENES;1671
ESPIÑEIRA;1671
CRISTEA;1670
VARON;1668
BORRAJO;1668
URQUIJO;1668
LLOMPART;1668
DINU;1668
VALLECILLO;1667
WILSON;1667
CABA;1665
ACHA;1665
ROSERO;1665
FENOLL;1664
VILLAFRANCA;1664
LIÑARES;1663
RIU;1663
PISA;1662
CABALLE;1662
ABAJO;1662
CORCHADO;1661
CUERVA;1661
SUBIRANA;1660
DEL PRADO;1658
MOROCHO;1657
LU;1657
BLEDA;1656
ORTOLA;1656
OÑA;1654
CASO;1654
BANDERA;1654
FORERO;1652
MADERO;1652
TARRES;1651
BENGOECHEA;1649
GATO;1649
TARRAGO;1648
MONTOLIU;1648
ORTEGO;1646
SOUZA;1646
VILLACORTA;1644
CASQUERO;1643
GANCEDO;1643
ALAVA;1642
MOLDES;1641
DAMIAN;1641
SOCIAS;1640
SIMBAÑA;1639
MANTECON;1638
PASTORIZA;1638
CERVILLA;1636
FONS;1636
CAPOTE;1635
PALOP;1634
PORTALES;1634
TOMA;1634
CASTIÑEIRAS;1632
TORT;1631
MADERA;1630
VILLAGRASA;1630
SALINERO;1630
BEDMAR;1630
APARICI;1630
HAJJI;1630
DE LA RIVA;1629
AZCARATE;1628
GUIJO;1628
MEGIA;1628
HORRILLO;1627
QUINTANS;1627
CALVETE;1627
ESTUDILLO;1626
BARONA;1625
RUIBAL;1625
LARRINAGA;1624
MARTE;1623
GAYO;1622
ARAUZ;1622
SAN PEDRO;1619
ESCRIBA;1619
CARBALLEIRA;1619
EL HARRAK;1619
PECO;1618
LODEIRO;1617
PORTOLES;1616
GOMAR;1616
JUSTE;1615
CARCELEN;1614
CARDO;1612
SANTA CRUZ;1612
CERVERO;1612
TARDIO;1611
BARRIUSO;1610
OSA;1609
RUBI;1609
NISTAL;1609
CUSTODIO;1608
LERA;1607
CORCUERA;1607
DOÑATE;1605
MASEDA;1604
ORDUÑA;1603
TAMARGO;1602
TORREBLANCA;1602
NAVEIRA;1602
ANDREI;1602
ARGENTE;1601
GARNICA;1601
ZABALZA;1601
LOMBARDO;1601
ARA;1600
ASIN;1599
MARSAL;1598
SEGADO;1598
VAQUER;1597
FONTENLA;1597
RENGEL;1593
AUÑON;1593
IVORRA;1593
ANDRADA;1592
SELMA;1591
FEBLES;1590
OSTOS;1590
RENGIFO;1589
PREGO;1589
LAPUENTE;1589
OCHANDO;1589
PLANELLES;1586
JAVIER;1586
SOBRADO;1585
SENRA;1584
CELA;1584
MEJUTO;1584
LOOR;1583
BARRA;1583
CARLES;1583
PETROV;1583
VARGA;1582
MENDO;1579
FENOY;1579
LADO;1579
ABENZA;1577
PASCUA;1577
QUIÑONEZ;1576
FURIO;1576
BALAN;1576
FREITAS;1575
MARICHAL;1574
TEMPRANO;1574
FEBRER;1574
OJEA;1574
REBOREDO;1574
ZELAYA;1574
SILVEIRA;1574
EIZAGUIRRE;1573
ANGLES;1573
MORRO;1572
CARAMES;1571
SAN MILLAN;1571
AYMERICH;1571
LLINAS;1569
RISUEÑO;1569
DONG;1569
MUNERA;1567
LLULL;1567
BERZAL;1566
BOTELLO;1565
ALBERTOS;1564
CEESAY;1564
TEIXIDOR;1563
MOSCARDO;1563
MARZAL;1563
GARIN;1563
VITORIA;1562
ESCALADA;1562
FELICES;1561
LARIO;1560
RIPOLLES;1560
HERNAIZ;1560
PERDIGUERO;1559
CALIN;1558
GALMES;1557
PULGARIN;1557
BEGUM;1556
GILI;1556
PLIEGO;1556
SORDO;1556
SYLLA;1556
CARBONERO;1555
ORIOL;1555
STANCIU;1555
BASCON;1554
CASTELLVI;1554
CEDRES;1553
SERENA;1553
HERCE;1552
RIBOT;1552
SERRADILLA;1552
MARRON;1552
CARPENA;1550
MOLINOS;1550
CORDEIRO;1550
HOSSAIN;1550
LANZAS;1549
MONTEJANO;1548
ORDAS;1548
SARASOLA;1546
CARNEIRO;1546
BUTRON;1546
MESQUIDA;1545
HIGUERO;1544
DE LA FLOR;1544
FELIP;1544
CERRADA;1542
BARCALA;1542
ANGHEL;1540
CELMA;1539
FARFAN;1537
TARIFA;1537
SARDA;1536
ALEJOS;1534
COLLADOS;1533
SOTILLO;1533
LUPU;1533
DRAGOMIR;1533
THIAM;1532
BUGALLO;1530
ROSENDO;1529
